24	3.
25	3.
26	3.
27	3.
20	1.9999999999999993
19	1.9999999999999993
21	1.9999999999999993
16	-5.972943806924534
22	-0.9530700150649852
13	-5.5868981245594895
17	-2.008308290488811
23	-0.9530700150649846
1	-1.0872960748738858
11	7.673055690859872
10	-4.829316277072081
12	7.673055690859863
14	-4.888788790904294
3	7.673055690859875
2	7.673055690859875
5	-2.0000000000000018
4	-1.0627202377442662
7	6.690170207372242
6	6.782173575174389
9	7.67305569085987
8	-1.0872960748738894
15	6.690170207372245
18	0.38196601125010515
